"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE951937720519";"NK-B-29 (Vensys 77 0024)";"In Betrieb";"27.3.2009";"3.1.2021";"Wind";"1500";"1500";"99817";"Eisenach";"Windkraft Neukirchen III GmbH & Co. KG";"ABR922982185561";"18.6.2026"
"SEE906095678240";"Windrad Korbußen";"In Betrieb";"27.4.1999";"31.12.2020";"Wind";"600";"600";"07554";"Korbußen";"ET im Brahm Wind GbR";"ABR923232134322";"13.1.2025"
"SEE980066489677";"V65478 Forstwolfersdorf";"In Betrieb";"20.11.2000";"31.12.2020";"Wind";"1000";"1000";"07570";"Harth-Pöllnitz";"TiLeTo Ecostrom GmbH";"ABR977521856020";"10.4.2026"
"SEE980707272309";"WEA Kirchengel 3.3MW";"In Betrieb";"24.6.2016";"31.12.2020";"Wind";"3300";"3300";"99718";"Greußen";"WEA Kirchengel 1 UG (haftungsbeschränkt) & Co. KG";"ABR913707475531";"21.10.2022"
"SEE916513833748";"V65470 Forstwolfersdorf";"In Betrieb";"20.11.2000";"31.12.2020";"Wind";"1000";"1000";"07570";"Harth-Pöllnitz";"TiLeTo Ecostrom GmbH";"ABR977521856020";"10.4.2026"
"SEE980111269803";"Windrad";"Vorübergehend stillgelegt";"20.11.2020";"30.12.2020";"Wind";"5";"5";"98693";"Ilmenau";"(natürliche Person)";"ABR996070810321";"21.10.2025"
"SEE906766747589";"WEA 12-1";"In Betrieb";"21.12.2020";"23.12.2020";"Wind";"4200";"4200";"99441";"Magdala";"meridian Windpark Bucha II GmbH & Co.KG";"ABR971899498660";"20.12.2024"
"SEE991699533422";"HL18";"In Betrieb";"23.12.2020";"23.12.2020";"Wind";"4200";"4200";"99955";"Herbsleben";"GSW Windpark Herbsleben GmbH & Co. KG";"ABR984610429621";"11.2.2026"
"SEE966358140396";"Flur 1";"In Betrieb";"11.6.1999";"21.12.2020";"Wind";"500";"500";"99837";"Werra-Suhl-Tal";"(natürliche Person)";"ABR966327939709";"23.5.2022"
"SEE933866299137";"Flur 2";"In Betrieb";"4.11.2002";"21.12.2020";"Wind";"600";"600";"99837";"Werra-Suhl-Tal";"(natürliche Person)";"ABR966327939709";"23.5.2022"
"SEE967599493517";"Garten";"Endgültig stillgelegt";"12.12.2020";"19.12.2020";"Wind";"0,81";"0,81";"99996";"Unstruttal";"(natürliche Person)";"ABR918958034490";"1.4.2026"
"SEE963830057784";"V 222179 (HH 46)";"In Betrieb";"23.3.2018";"16.12.2020";"Wind";"3450";"3450";"99869";"Nessetal";"EKM-StromVerbund";"ABR906757720973";"13.9.2024"
"SEE910729226035";"V204991 (KH 53)";"In Betrieb";"6.9.2014";"16.12.2020";"Wind";"3075";"3075";"99947";"Kirchheilingen";"EKM-StromVerbund";"ABR906757720973";"27.7.2023"
"SEE971371313801";"V202433 (KH 50)";"In Betrieb";"5.9.2014";"16.12.2020";"Wind";"3075";"3075";"99947";"Kirchheilingen";"EKM-StromVerbund";"ABR906757720973";"27.7.2023"
"SEE953992432093";"823759 (HH 23)";"In Betrieb";"30.3.2012";"16.12.2020";"Wind";"2000";"2000";"99869";"Nessetal";"EKM-StromVerbund";"ABR906757720973";"28.7.2023"
"SEE945735773402";"V214103 (WH26)";"In Betrieb";"23.12.2016";"16.12.2020";"Wind";"3300";"3300";"99869";"Sonneborn";"EKM-StromVerbund";"ABR906757720973";"30.10.2023"
"SEE921415139041";"V213265 (WH 24)";"In Betrieb";"23.12.2016";"16.12.2020";"Wind";"3300";"3300";"99869";"Sonneborn";"EKM-StromVerbund";"ABR906757720973";"18.9.2023"
"SEE933373348656";"V223556 (OL 23)";"In Betrieb";"29.6.2018";"16.12.2020";"Wind";"3450";"3450";"99628";"Buttstädt";"EKM-StromVerbund";"ABR906757720973";"15.8.2023"
"SEE968222418419";"V44 Goepfersdorf";"In Betrieb";"8.10.1997";"14.12.2020";"Wind";"600";"600";"04618";"Göpfersdorf";"Zweite Zukunftsenergien Seeth GmbH & Co. KG";"ABR995844135264";"15.3.2022"
"SEE934608458515";"Windkraft Anlage";"In Betrieb";"19.5.2014";"14.12.2020";"Wind";"7,5";"7,5";"07368";"Remptendorf";"(natürliche Person)";"ABR986441654708";"27.2.2024"
"SEE947834992388";"WKA1";"In Betrieb";"4.12.1997";"12.12.2020";"Wind";"600";"600";"07907";"Oettersdorf";"(natürliche Person)";"ABR970633215754";"20.10.2022"
"SEE960990031562";"WKA2";"In Betrieb";"17.12.2002";"12.12.2020";"Wind";"900";"900";"07907";"Oettersdorf";"(natürliche Person)";"ABR970633215754";"28.5.2021"
"SEE984121210794";"WP Tüttleben WKA 3";"In Betrieb";"7.9.1999";"10.12.2020";"Wind";"1050";"1050";"99869";"Tüttleben";"SkyPower Kraftwerke GmbH";"ABR941528387078";"18.2.2026"
"SEE978055378675";"Windanlage";"In Betrieb";"28.10.2016";"9.12.2020";"Wind";"3450";"3450";"07774";"Dornburg-Camburg";"Windpark Zöthen UG  (haftungsbeschränkt) & Co. KG";"ABR952922604180";"26.6.2024"
"SEE955461034456";"Windanlage";"In Betrieb";"28.10.2016";"9.12.2020";"Wind";"3450";"3450";"07774";"Dornburg-Camburg";"Windpark Zöthen UG  (haftungsbeschränkt) & Co. KG";"ABR952922604180";"26.6.2024"
"SEE993634655145";"WEA GV 01 -35168";"In Betrieb";"26.2.2009";"8.12.2020";"Wind";"2000";"2000";"99958";"Großvargula";"Leuchtturm Großvargula GmbH& Co.KG";"ABR938466151090";"16.12.2024"
"SEE953761382277";"WEA GV 01 -35169";"In Betrieb";"3.3.2009";"8.12.2020";"Wind";"2000";"2000";"99958";"Großvargula";"Leuchtturm Großvargula GmbH& Co.KG";"ABR938466151090";"16.12.2024"
"SEE963847714922";"Wind 2";"In Betrieb";"5.5.1997";"6.12.2020";"Wind";"200";"200";"07819";"Schmieritz";"(natürliche Person)";"ABR937264771127";"18.9.2022"
"SEE977631937466";"V67563 (WEA 12)";"In Betrieb";"19.12.2002";"5.12.2020";"Wind";"900";"900";"07774";"Frauenprießnitz";"QE Frauenprießnitz GmbH";"ABR981226237763";"5.5.2023"
"SEE942767903234";"Dorndorf 2";"In Betrieb";"13.12.2000";"4.12.2020";"Wind";"750";"750";"36460";"Krayenberggemeinde";"GMA-Energy Hohenlohe GmbH Marius Mulawka";"ABR915477818341";"28.1.2023"
"SEE970052702439";"Dorndorf 3";"In Betrieb";"13.12.2000";"4.12.2020";"Wind";"750";"750";"36460";"Krayenberggemeinde";"GMA-Energy Hohenlohe GmbH Marius Mulawka";"ABR915477818341";"22.8.2023"
"SEE991698531351";"Dorndorf 4";"In Betrieb";"13.12.2000";"4.12.2020";"Wind";"750";"750";"36460";"Krayenberggemeinde";"GMA-Energy Hohenlohe GmbH Marius Mulawka";"ABR915477818341";"18.10.2021"
"SEE936201083101";"WKA Pfersdorf";"In Betrieb";"9.4.1999";"4.12.2020";"Wind";"500";"500";"98646";"Hildburghausen";"WKA Schweiger Pfersdorf GbR";"ABR976764620764";"27.7.2021"
"SEE944164374877";"Dorndorf 5";"In Betrieb";"13.12.2000";"4.12.2020";"Wind";"750";"750";"36460";"Krayenberggemeinde";"GMA-Energy Hohenlohe GmbH Marius Mulawka";"ABR915477818341";"30.8.2021"
"SEE938959273001";"WEA 47364";"In Betrieb";"25.10.2012";"1.12.2020";"Wind";"2000";"2000";"99518";"Bad Sulza";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"18.7.2022"
"SEE931372598775";"WEA 47365";"In Betrieb";"10.10.2012";"1.12.2020";"Wind";"2000";"2000";"99518";"Bad Sulza";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"18.7.2022"
"SEE944664538304";"WEA 47366";"In Betrieb";"12.10.2012";"1.12.2020";"Wind";"2000";"2000";"99518";"Bad Sulza";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"18.7.2022"
"SEE946962252371";"WEA 47367";"In Betrieb";"2.11.2012";"1.12.2020";"Wind";"2000";"2000";"99518";"Bad Sulza";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"18.7.2022"
"SEE966517178611";"WEA 47371";"In Betrieb";"25.9.2012";"1.12.2020";"Wind";"2000";"2000";"99510";"Eckolstädt";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"10.10.2022"
"SEE974205036563";"WEA 47370";"In Betrieb";"27.9.2012";"1.12.2020";"Wind";"2000";"2000";"99510";"Eckolstädt";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"8.4.2021"
"SEE957294634582";"WEA 47372";"In Betrieb";"22.11.2012";"1.12.2020";"Wind";"2000";"2000";"99510";"Eckolstädt";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"10.10.2022"
"SEE920476345446";"WEA 47373";"In Betrieb";"2.11.2012";"1.12.2020";"Wind";"2000";"2000";"99518";"Bad Sulza";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"19.1.2023"
"SEE920997320267";"WEA 47374";"In Betrieb";"14.11.2012";"1.12.2020";"Wind";"2000";"2000";"99518";"Bad Sulza";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"18.7.2022"
"SEE974493038164";"WEA 47375";"In Betrieb";"16.11.2012";"1.12.2020";"Wind";"2000";"2000";"99510";"Eckolstädt";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"10.10.2022"
"SEE923008744199";"WEA 47876";"In Betrieb";"14.11.2012";"1.12.2020";"Wind";"2000";"2000";"99518";"Bad Sulza";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"19.1.2023"
"SEE983809249248";"WEA 47369";"In Betrieb";"17.10.2012";"1.12.2020";"Wind";"2000";"2000";"99518";"Bad Sulza";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"18.7.2022"
"SEE923014657599";"WEA 47368";"In Betrieb";"10.12.2012";"1.12.2020";"Wind";"2000";"2000";"99510";"Eckolstädt";"Windpark Eckolstädt GmbH & Co. KG";"ABR993979237631";"8.4.2021"
"SEE989649215290";"V67566 (WEA 8)";"In Betrieb";"19.12.2002";"30.11.2020";"Wind";"900";"900";"07774";"Frauenprießnitz";"QE Frauenprießnitz GmbH";"ABR981226237763";"5.5.2023"
"SEE935800360613";"Windkraftanlage Lumpzig";"In Betrieb";"2.2.1995";"24.11.2020";"Wind";"600";"600";"04626";"Schmölln";"PR Windkraft GmbH";"ABR932681258701";"23.11.2023"
"SEE941149324896";"Dorndorf 1";"In Betrieb";"13.12.2000";"24.11.2020";"Wind";"750";"750";"36460";"Krayenberggemeinde";"GMA-Energy Hohenlohe GmbH Marius Mulawka";"ABR915477818341";"7.9.2021"
"SEE915512031087";"Windkraftanlage Hartha";"In Betrieb";"27.1.1996";"24.11.2020";"Wind";"600";"600";"04626";"Schmölln";"PR Windkraft GmbH";"ABR932681258701";"18.10.2023"
"SEE905698075920";"WEA-Nr. 44186 Hüpstedt";"In Betrieb";"6.7.2000";"24.11.2020";"Wind";"600";"600";"99976";"Dünwald";"Arcos D green energy GmbH";"ABR945330264992";"18.12.2023"
"SEE978202627939";"WEA-Nr. 44187 Rodeberg";"In Betrieb";"6.7.2000";"24.11.2020";"Wind";"600";"600";"99976";"Rodeberg";"Arcos D green energy GmbH";"ABR945330264992";"18.12.2023"
"SEE937124155067";"WEA-Nr. 44188 Rodeberg";"In Betrieb";"6.7.2000";"24.11.2020";"Wind";"600";"600";"99976";"Rodeberg";"Arcos D green energy GmbH";"ABR945330264992";"18.12.2023"
"SEE928606904822";"WKA Förtha";"In Betrieb";"31.5.1999";"23.11.2020";"Wind";"600";"600";"99834";"Gerstungen";"EXPEC Windstrom UG";"ABR916732127291";"14.8.2025"
"SEE910948011429";"DW 50230-06";"Endgültig stillgelegt";"1.3.2002";"23.11.2020";"Wind";"600";"600";"99713";"Helbedündorf";"(natürliche Person)";"";"15.3.2023"
"SEE929393703148";"DW 20231-07";"Endgültig stillgelegt";"27.3.2002";"23.11.2020";"Wind";"600";"600";"99713";"Helbedündorf";"(natürliche Person)";"";"10.8.2022"
"SEE981678501672";"WKA Mielesdorf";"In Betrieb";"15.6.1998";"21.11.2020";"Wind";"500";"500";"07922";"Tanna";"WP5 Hohenlohe GmbH";"ABR922629468514";"20.7.2026"
"SEE952748928439";"GL09";"In Betrieb";"9.11.2020";"12.11.2020";"Wind";"4200";"4200";"99634";"Gangloffsömmern";"Windkraft Hochheim V GmbH & Co. KG";"ABR960529023297";"5.5.2026"
"SEE917695083631";"GL10";"In Betrieb";"4.11.2020";"12.11.2020";"Wind";"4200";"4200";"99634";"Gangloffsömmern";"Windkraft Hochheim V GmbH & Co. KG";"ABR960529023297";"5.5.2026"
"SEE987344226238";"WKATre";"In Betrieb";"22.9.2016";"11.11.2020";"Wind";"3300";"3300";"99718";"Trebra";"Energie Trebra GmbH & Co.KG";"ABR977138961926";"7.1.2021"
"SEE973419761308";"Freifläche";"In Betrieb";"6.6.2013";"11.11.2020";"Wind";"1";"1";"98593";"Floh-Seligenthal";"(natürliche Person)";"ABR947323008224";"11.11.2020"
"SEE930494011735";"WKA 1";"In Betrieb";"9.11.1998";"10.11.2020";"Wind";"500";"500";"07922";"Tanna";"Rasmus GmbH";"ABR969525737825";"7.8.2024"
"SEE933684252451";"WEA 183 OR Drei Bröckau";"In Betrieb";"20.4.2012";"10.11.2020";"Wind";"2050";"2050";"07554";"Bethenhausen";"OR Energy Drei GmbH & Co. KG";"ABR925690177316";"17.7.2025"
"SEE955862879687";"Steinsdorf";"In Betrieb";"2.1.1995";"9.11.2020";"Wind";"600";"600";"07338";"Leutenberg";"(natürliche Person)";"ABR947434998612";"11.7.2022"
"SEE964539215758";"Windkraftanlage Korbußen";"In Betrieb";"13.3.1999";"5.11.2020";"Wind";"600";"600";"07554";"Korbußen";"(natürliche Person)";"ABR987526665473";"17.1.2024"
"SEE969634387225";"Windenergieanlage";"In Betrieb";"15.7.2005";"3.11.2020";"Wind";"10";"10";"99441";"Magdala";"Wind IVR Energieverteilungen GmbH";"ABR920225952895";"13.5.2026"
"SEE909005940543";"E70 782680";"In Betrieb";"9.11.2009";"30.10.2020";"Wind";"2300";"2300";"07751";"Bucha";"Ulrich Heineck UHNS e.K.";"ABR904611469679";"13.5.2026"
"SEE949358605423";"eno126025 - WEA1";"In Betrieb";"26.10.2020";"27.10.2020";"Wind";"4000";"4000";"99880";"Hörselgau";"Norddeutsche Energie WP Teutleben GmbH & Co. KG";"ABR968361875975";"11.11.2024"
"SEE906839044799";"Wind";"In Betrieb";"13.5.1996";"24.10.2020";"Wind";"132";"132";"07819";"Schmieritz";"(natürliche Person)";"ABR937264771127";"18.9.2022"
"SEE906391250157";"Windpark Meilitz M700";"In Betrieb";"22.11.1995";"23.10.2020";"Wind";"225";"225";"07806";"Kospoda";"SkyPower Windenergie e.K.";"ABR910240325552";"6.8.2025"
"SEE941226207371";"Windpark Meilitz V44";"In Betrieb";"9.2.1996";"23.10.2020";"Wind";"600";"600";"07806";"Kospoda";"SkyPower Windenergie e.K.";"ABR910240325552";"6.8.2025"
"SEE985800261786";"WKA Remptendorf";"In Betrieb";"4.10.1999";"15.10.2020";"Wind";"600";"600";"07368";"Remptendorf";"ENGIE Wind 2nd Life GmbH";"ABR946385989014";"4.11.2022"
"SEE951893546307";"NK 10";"Endgültig stillgelegt";"23.1.2003";"13.10.2020";"Wind";"1500";"1500";"99817";"Eisenach";"BOREAS Energie GmbH";"ABR909054335185";"18.8.2026"
"SEE909970650690";"BG 01";"Endgültig stillgelegt";"16.12.2003";"13.10.2020";"Wind";"1500";"1500";"99947";"Kirchheilingen";"(natürliche Person)";"";"19.1.2023"
"SEE971412122195";"GL 04";"In Betrieb";"28.3.2007";"12.10.2020";"Wind";"2000";"2000";"99634";"Gangloffsömmern";"GSW Kirchenwindmühle 3 GmbH & Co. KG";"ABR945104603859";"22.1.2025"
"SEE992057293262";"V 26080";"In Betrieb";"29.12.2006";"6.10.2020";"Wind";"2000";"2000";"99610";"Sömmerda";"ewz Windpark Kleinbrembach GmbH";"ABR954026013097";"6.2.2025"
"SEE984285555632";"V 26079";"In Betrieb";"29.12.2006";"6.10.2020";"Wind";"2000";"2000";"99610";"Sömmerda";"ewz Windpark Kleinbrembach GmbH";"ABR954026013097";"25.6.2026"
"SEE912562629851";"V 26081";"In Betrieb";"28.12.2006";"6.10.2020";"Wind";"2000";"2000";"99610";"Sömmerda";"ewz Windpark Kleinbrembach GmbH";"ABR954026013097";"29.6.2026"
"SEE978811519342";"V 26078";"In Betrieb";"28.12.2006";"6.10.2020";"Wind";"2000";"2000";"99610";"Sömmerda";"ewz Windpark Kleinbrembach GmbH";"ABR954026013097";"29.6.2026"
"SEE999528652740";"V 26077";"In Betrieb";"28.12.2006";"6.10.2020";"Wind";"2000";"2000";"99610";"Sömmerda";"ewz Windpark Kleinbrembach GmbH";"ABR954026013097";"25.6.2026"
"SEE929070686368";"V 31431";"In Betrieb";"1.4.2009";"6.10.2020";"Wind";"2000";"2000";"99610";"Vogelsberg";"ewz Windpark Vogelsberg GmbH";"ABR903764733521";"17.3.2026"
"SEE906981210233";"V 31430";"In Betrieb";"1.4.2009";"6.10.2020";"Wind";"2000";"2000";"99610";"Vogelsberg";"ewz Windpark Vogelsberg GmbH";"ABR903764733521";"6.2.2025"
"SEE905869789458";"V 31429";"In Betrieb";"7.4.2009";"6.10.2020";"Wind";"2000";"2000";"99610";"Vogelsberg";"ewz Windpark Vogelsberg GmbH";"ABR903764733521";"28.11.2025"
"SEE902873638833";"mdp Eckolstädt - 1";"In Betrieb";"18.12.2012";"5.10.2020";"Wind";"2300";"2300";"99518";"Schmiedehausen";"mdp GmbH & Co. WP Eckolstädt KG";"ABR934440533050";"20.12.2024"
"SEE914954124005";"mdp Eckolstädt - 2";"In Betrieb";"18.12.2012";"5.10.2020";"Wind";"2300";"2300";"99518";"Schmiedehausen";"mdp GmbH & Co. WP Eckolstädt KG";"ABR934440533050";"20.12.2024"
"SEE902949416020";"S 70270-01";"In Betrieb";"19.12.2003";"2.10.2020";"Wind";"1500";"1500";"07551";"Gera";"Windpark Kleinfalke GmbH & Co. KG Renditefonds";"ABR913337054748";"7.2.2025"
"SEE956103434412";"S 70271-04";"In Betrieb";"23.12.2003";"2.10.2020";"Wind";"1500";"1500";"07551";"Gera";"Windpark Kleinfalke GmbH & Co. KG Renditefonds";"ABR913337054748";"7.2.2025"
"SEE978964629806";"S 70272-03";"In Betrieb";"30.12.2003";"2.10.2020";"Wind";"1500";"1500";"07551";"Gera";"Windpark Kleinfalke GmbH & Co. KG Renditefonds";"ABR913337054748";"7.2.2025"
"SEE962949969865";"S 70273-02";"In Betrieb";"17.12.2003";"2.10.2020";"Wind";"1500";"1500";"07551";"Gera";"Windpark Kleinfalke GmbH & Co. KG Renditefonds";"ABR913337054748";"4.2.2026"
"SEE918615213596";"WEA 2 (824328)";"In Betrieb";"9.8.2012";"1.10.2020";"Wind";"2300";"2300";"04617";"Starkenberg";"Zero Emission People Windrad Kraasa Süd GmbH & Co.KG";"ABR908917336901";"18.12.2024"
"SEE932196398640";"WEA 1 (824329)";"In Betrieb";"9.8.2012";"1.10.2020";"Wind";"2300";"2300";"04617";"Starkenberg";"Windkraft Kraasa Nord UG (haftungsbeschränkt) & Co. KG";"ABR981805648485";"18.12.2024"
"SEE913312263981";"23779";"In Betrieb";"21.9.2006";"30.9.2020";"Wind";"2000";"2000";"99869";"Nessetal";"Johannes Tang Nielsen";"ABR986757185422";"27.12.2024"
"SEE932477900364";"HH10 - 23780";"In Betrieb";"21.9.2006";"30.9.2020";"Wind";"2000";"2000";"99869";"Nessetal";"BOREAS Energie GmbH";"ABR909054335185";"16.1.2025"
"SEE935184205302";"23784";"In Betrieb";"31.3.2006";"30.9.2020";"Wind";"2000";"2000";"99869";"Nessetal";"Wangenheim-Hochheim WH 16 I/S";"ABR961754423241";"27.12.2024"
"SEE999541515503";"HH08";"In Betrieb";"2.5.2006";"30.9.2020";"Wind";"2000";"2000";"99869";"Nessetal";"BOREAS Energie GmbH";"ABR909054335185";"16.1.2025"
"SEE930757169005";"23789";"In Betrieb";"9.5.2006";"30.9.2020";"Wind";"2000";"2000";"99869";"Nessetal";"Wangenheim-Hochheim WH 14 I/S";"ABR937349457700";"28.7.2025"
"SEE953260749502";"38734";"In Betrieb";"20.4.2006";"30.9.2020";"Wind";"2000";"2000";"99869";"Nessetal";"WEA Wangenheim-Hochheim 15 GmbH & Co. KG";"ABR949104050194";"28.7.2025"
"SEE998216357561";"33003 (WEA 01)";"In Betrieb";"11.2.2009";"30.9.2020";"Wind";"2000";"2000";"36460";"Krayenberggemeinde";"Dietlas Naturstrom GmbH & Co. KG";"ABR905916697927";"18.9.2024"
"SEE953744333906";"33001 (WEA 02)";"In Betrieb";"17.2.2009";"30.9.2020";"Wind";"2000";"2000";"36460";"Krayenberggemeinde";"Dietlas Naturstrom GmbH & Co. KG";"ABR905916697927";"18.9.2024"
"SEE933224069570";"33002 (WEA 03)";"In Betrieb";"23.2.2009";"30.9.2020";"Wind";"2000";"2000";"36460";"Krayenberggemeinde";"Dietlas Naturstrom GmbH & Co. KG";"ABR905916697927";"18.9.2024"
"SEE929847612699";"WEA 28805-8";"In Betrieb";"1.9.2007";"30.9.2020";"Wind";"2000";"2000";"99610";"Wundersleben";"Windpark Wundersleben Mitte GmbH & Co. KG";"ABR949526884247";"26.4.2021"
"SEE914343493521";"WEA 28804-9";"In Betrieb";"3.9.2007";"30.9.2020";"Wind";"2000";"2000";"99610";"Wundersleben";"Windpark Wundersleben Mitte GmbH & Co. KG";"ABR949526884247";"22.4.2021"
"SEE927769189022";"WEA 28803-10";"Endgültig stillgelegt";"4.9.2007";"30.9.2020";"Wind";"2000";"2000";"99610";"Wundersleben";"(natürliche Person)";"";"7.7.2025"
"SEE900931184773";"WKA95";"In Betrieb";"7.8.1995";"29.9.2020";"Wind";"500";"500";"07929";"Saalburg-Ebersdorf";"(natürliche Person)";"ABR978042668888";"13.2.2023"
"SEE982782811374";"19596";"In Betrieb";"29.7.2004";"29.9.2020";"Wind";"850";"850";"99095";"Erfurt";"Katzenberg 3 I/S";"ABR943562018833";"30.12.2024"
"SEE980303073355";"19597";"In Betrieb";"29.7.2004";"29.9.2020";"Wind";"850";"850";"99098";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"8.1.2025"
"SEE944670784610";"19598";"In Betrieb";"29.7.2004";"29.9.2020";"Wind";"850";"850";"99098";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"8.1.2025"
"SEE911856886956";"19599";"In Betrieb";"29.7.2004";"29.9.2020";"Wind";"850";"850";"99095";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"8.1.2025"
"SEE932500549188";"19600";"In Betrieb";"31.7.2004";"29.9.2020";"Wind";"850";"850";"99098";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"8.1.2025"
"SEE984562502700";"19601";"In Betrieb";"30.7.2004";"29.9.2020";"Wind";"850";"850";"99095";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"8.1.2025"
"SEE965149190596";"19602";"In Betrieb";"30.7.2004";"29.9.2020";"Wind";"850";"850";"99095";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"8.1.2025"
"SEE971448854701";"19603";"In Betrieb";"30.7.2004";"29.9.2020";"Wind";"850";"850";"99098";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"8.1.2025"
"SEE948461963376";"19604";"In Betrieb";"30.7.2004";"29.9.2020";"Wind";"850";"850";"99098";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"8.1.2025"
"SEE997665224738";"19605";"In Betrieb";"30.7.2004";"29.9.2020";"Wind";"850";"850";"99098";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"8.1.2025"
"SEE997990879436";"19606";"In Betrieb";"29.7.2004";"29.9.2020";"Wind";"850";"850";"99098";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"8.1.2025"
"SEE979180455873";"GE1550077";"In Betrieb";"17.9.1999";"29.9.2020";"Wind";"1500";"1500";"07955";"Auma-Weidatal";"HT Aiwanger GmbH & Co. KG";"ABR978648098102";"24.10.2022"
"SEE979152541849";"18499";"In Betrieb";"18.2.2004";"28.9.2020";"Wind";"2000";"2000";"99634";"Gangloffsömmern";"Gangloffsömmern I/S";"ABR989228894489";"25.8.2025"
"SEE953190979635";"WW";"In Betrieb";"8.5.1996";"28.9.2020";"Wind";"500";"500";"99518";"Bad Sulza";"AerSolar Wormstedt GmbH & Co. KG";"ABR985246634922";"12.6.2023"
"SEE926269716882";"19593";"In Betrieb";"29.7.2004";"28.9.2020";"Wind";"850";"850";"99098";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"30.12.2024"
"SEE935243660226";"WRM3";"In Betrieb";"8.5.1996";"28.9.2020";"Wind";"500";"500";"99518";"Bad Sulza";"AerSolar Wormstedt GmbH & Co. KG";"ABR985246634922";"12.6.2023"
"SEE961789380601";"WRM5";"In Betrieb";"8.5.1996";"28.9.2020";"Wind";"500";"500";"99510";"Wormstedt";"AerSolar Wormstedt GmbH & Co. KG";"ABR985246634922";"17.2.2021"
"SEE914935885772";"19594";"In Betrieb";"29.7.2004";"28.9.2020";"Wind";"850";"850";"99098";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"8.1.2025"
"SEE961516575751";"19595";"In Betrieb";"31.7.2004";"28.9.2020";"Wind";"850";"850";"99098";"Erfurt";"Windpark Kerspleben Infrastruktur GmbH & Co. KG";"ABR946621812113";"8.1.2025"
"SEE900014803461";"Kleinwindrad";"Vorübergehend stillgelegt";"25.3.2021";"26.9.2020";"Wind";"2,02";"2,02";"99095";"Erfurt";"(natürliche Person)";"ABR918453648000";"12.6.2025"
"SEE964324147325";"mdp WEA Gera";"In Betrieb";"20.1.2017";"24.9.2020";"Wind";"2300";"2300";"07554";"Gera";"mdp GmbH & Co. WEA Gera KG";"ABR971566201364";"15.6.2022"
"SEE922915386713";"WEA 1 (Repowering)";"In Betrieb";"15.9.2020";"15.9.2020";"Wind";"2350";"2350";"07774";"Frauenprießnitz";"NaturStromQuelle Thüringen GmbH & Co. KG";"ABR981107318833";"12.1.2026"
